DATAID,NAME,path
180070807,00273|406664|1231,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180087969,00273|407215|1250,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180088717,00273|406664|1256,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180125670,00273|403826|1269,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180172788,00273|408725|89,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180173174,00273|408725|88,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180173178,00273|408725|90,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180237736,00273|408725|91,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180269228,00273|400419|1278,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180296137,00273|400419|1287,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180310500,00273|408733|2,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180335998,00273|403826|1297,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180358003,00273|406664|1308,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180362426,00273|408725|94,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180362698,00273|408725|95,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180365449,00273|410083|1,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180391813,00273|400419|1321,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180440448,00273|408725|99,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180445792,00273|408725|101,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180445793,00273|408725|102,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180446660,00273|408725|103,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180491979,00273|408725|104,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180560681,00273|408733|3,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180733332,00273|403826|1421,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180790989,00273|410201|1453,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180795938,00273|406664|1455,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180799308,00273|410471|8,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180811213,00273|410471|9,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180895107,00273|408725|114,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180925201,00273|408725|115,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180980648,00273|410715|7,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180981767,00273|410715|9,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
180990037,00273|406664|1472,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181000329,00273|410471|12,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181002180,00273|408725|120,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181013880,00273|408725|121,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181016888,00273|408733|5,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181017322,00273|410723|100,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181020548,00273|400419|1490,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181025374,00273|410715|10,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181026657,00273|406664|1491,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181043939,00273|410723|103,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181046208,00273|410715|11,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181107758,00273|409182|1536,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181108535,00273|410715|15,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181111631,00273|409182|1535,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181196818,00273|410471|21,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181200110,00273|410715|17,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181200189,00273|410715|19,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181200366,00273|410715|16,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181201443,00273|410715|21,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181273068,00273|410715|22,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181300711,00273|410715|23,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181307255,00273|406664|1576,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181318473,00273|410715|24,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181349290,00273|410715|25,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181356928,00273|410715|27,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181359444,00273|408725|134,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181359540,00273|410715|26,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181375691,00273|410201|1619,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181380490,00273|408725|136,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181381373,00273|407077|23,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181461304,00273|410715|30,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181463510,00273|410715|29,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181467721,00273|410715|28,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181478147,00273|410715|32,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181479667,00273|409182|1631,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181481642,00273|410715|31,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181485906,00273|409182|1630,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181508173,00273|408733|9,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181519968,00273|411249|10,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181521250,00273|410715|34,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181527802,00273|408725|140,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181529068,00273|410471|28,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181542733,00273|406673|1652,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181553175,00273|410471|31,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181558576,00273|410715|37,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181577815,00273|410471|33,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181585365,00273|410471|36,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181605339,00273|410715|38,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181614419,00273|410715|41,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181620251,00273|410715|39,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181624790,00273|410715|42,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181678851,00273|411249|11,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181680180,00273|408733|12,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181684051,00273|408733|13,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181687091,00273|408733|14,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181765346,00273|410715|43,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181766860,00273|409182|1699,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181768449,00273|411155|2,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181797073,00273|410471|39,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181858387,00273|408725|156,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181859433,00273|408733|17,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181861797,00273|406664|1725,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181861800,00273|411093|46,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
181863695,00273|408733|18,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
182073458,00273|406664|1736,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
182074035,00273|408733|19,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
182642039,00273|403826|1747,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
182753322,00273|411093|51,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
182781926,00273|410715|52,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
182787455,00273|409182|1787,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
182802443,00273|409182|1786,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
182809874,00273|410715|53,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
182812180,00273|410715|54,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
182830423,00273|410715|56,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
182870954,00273|409182|1841,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
182875992,00273|410715|55,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
182876515,00273|408733|22,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
182988219,00273|410715|58,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
182991415,00273|409182|1856,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183007042,00273|408733|25,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183021302,00273|410715|59,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183062835,00273|408733|26,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183063321,00273|407215|1883,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183094471,00273|406673|1915,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183098956,00273|410201|1916,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183114464,00273|406664|1922,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183129116,00273|410471|51,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183252926,00273|410715|60,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183313145,00273|406664|1958,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183320845,00273|410715|61,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183327719,00273|403826|1971,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183330936,00273|409182|1970,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183398551,00273|408725|199,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183412263,00273|410715|63,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183626873,00273|411249|29,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183631524,00273|409182|2037,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183632433,00273|410715|64,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183669730,00273|406673|2049,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183685791,00273|410723|266,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183710356,00273|406664|2069,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183727225,00273|406664|2083,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183730713,00273|410471|61,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183735346,00273|410723|280,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183741854,00273|408733|30,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183757029,00273|408733|33,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183758031,00273|410723|282,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183910571,00273|409182|2164,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183918397,00273|411249|35,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
183983409,00273|410083|23,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184011738,00273|406664|2247,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184014170,00273|410063|2245,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184109166,00273|402869|11,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184118017,00273|406664|2264,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184153475,00273|406664|2268,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184174397,00273|411752|1984,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184192517,00273|410063|2298,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184208219,00273|410083|25,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184218421,00273|410471|63,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184236832,00273|401169|2332,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184255946,00273|400507|49,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184354252,00273|401423|7,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184354731,00273|408591|13,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184367334,00273|406664|2357,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184379320,00273|410063|2378,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184410282,00273|410723|357,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184419122,00273|411752|2401,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184425154,00273|410723|366,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184428592,00273|411752|2411,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184429919,00273|400419|2416,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184432824,00273|410723|371,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184432998,00273|409243|1,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184434624,00273|411752|2410,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184474235,00273|413296|305,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184474441,00273|413296|306,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184475541,00273|413296|304,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184488024,00273|413296|316,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184602137,00273|408725|318,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184614094,00273|410723|388,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184622675,00273|410723|392,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184636515,00273|407215|2494,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184661265,00273|411002|9,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184664211,00273|410723|412,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184668263,00273|413040|80,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184668697,00273|413040|78,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184670091,00273|413040|79,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184670609,00273|400419|2553,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184674777,00273|413040|81,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184674780,00273|413023|82,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184676038,00273|408725|336,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184677225,00273|411752|2554,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
184677820,00273|400419|2552,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:RFI:RFIInProgress
