DATAID,NAME,path,Subtype,VALSTR
180335998,00273|403826|1297,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,403826
180337363,403826_3.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|403826|1297,Document,
180358003,00273|406664|1308,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,406664
180381586,406664_7.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|406664|1308,Document,
180362426,00273|408725|94,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,408725
180443674,408725_17.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|408725|94,Document,
180443675,Phase F  Silver Concrete's RFI(s)  Multiple  408725.msg,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|408725|94,Document,
180362698,00273|408725|95,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,408725
180436387,Phase F  Silver Concrete's RFI(s)  Multiple  408725.msg,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|408725|95,Document,
180443564,408725_18.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|408725|95,Document,
180365449,00273|410083|1,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,410083
180578781,410083_1.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|410083|1,Document,
180391813,00273|400419|1321,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,400419
180461011,400419_9.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|400419|1321,Document,
180440448,00273|408725|99,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,408725
180738117,Phase F  Silver Concrete's RFI(s)  801-89  408725.msg,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|408725|99,Document,
180738118,408725_19.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|408725|99,Document,
180445792,00273|408725|101,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,408725
180776181,Phase F  Silver Concrete's RFI(s)  Multiple  408725.msg,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|408725|101,Document,
180776710,408725_20.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|408725|101,Document,
180445793,00273|408725|102,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,408725
180776182,408725_21.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|408725|102,Document,
180777691,Phase F  Silver Concrete's RFI(s)  Multiple  408725.msg,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|408725|102,Document,
180446660,00273|408725|103,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,408725
180776183,408725_22.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|408725|103,Document,
180776711,Phase F  Silver Concrete's RFI(s)  801-78 rev 2  408725.msg,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|408725|103,Document,
180491979,00273|408725|104,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,408725
180776712,408725_23.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|408725|104,Document,
180776713,Phase F  Silver Concrete's RFI(s)  801-87 Rev 1  408725.msg,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|408725|104,Document,
180560681,00273|408733|3,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,408733
180776513,408733_3.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|408733|3,Document,
180733332,00273|403826|1421,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,403826
181192992,403826_5.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|403826|1421,Document,
180790989,00273|410201|1453,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,410201
180982437,410201_1.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|410201|1453,Document,
180795938,00273|406664|1455,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,406664
180802953,406664_8.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|406664|1455,Document,
180799308,00273|410471|8,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,410471
180811213,00273|410471|9,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,410471
180895107,00273|408725|114,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,408725
181468951,408725_24.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|408725|114,Document,
181470171,Phase F   Silver Concrete's RFI(s)  Multiple (3)  408725.msg,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|408725|114,Document,
180925201,00273|408725|115,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,408725
181513485,Phase F  Silver Concrete Ltd's RFI(s)  801-91  408725.msg,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|408725|115,Document,
181516207,408725_25.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|408725|115,Document,
180980648,00273|410715|7,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,410715
181052211,410715_1.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|410715|7,Document,
180981767,00273|410715|9,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,410715
181007139,410715_2.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|410715|9,Document,
180990037,00273|406664|1472,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,406664
181016897,406664_9.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|406664|1472,Document,
181000329,00273|410471|12,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,410471
181049152,410471_3.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|410471|12,Document,
181002180,00273|408725|120,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,408725
181470792,Phase F   Silver Concrete's RFI(s)  Multiple (3)  408725.msg,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|408725|120,Document,
181472586,408725_26.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|408725|120,Document,
181013880,00273|408725|121,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,408725
181463026,Phase F   Silver Concrete's RFI(s)  Multiple (3)  408725.msg,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|408725|121,Document,
181470793,408725_27.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|408725|121,Document,
181016888,00273|408733|5,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,408733
181296718,408733_4.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|408733|5,Document,
181017322,00273|410723|100,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,410723
181043516,410723_1.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|410723|100,Document,
181020548,00273|400419|1490,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,400419
181025405,400419_10.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|400419|1490,Document,
181025374,00273|410715|10,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,410715
181026657,00273|406664|1491,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,406664
181051608,406664_10.pdf,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI:00273|406664|1491,Document,
181043939,00273|410723|103,:Enterprise:Upstream Operations:Upstream Business Services:Supply Management:JDE Attachments:SCM-CCA-RFI,Folder,410723
